dataset,data_size,d,sigma,learner,model,epsilon,MSE,MSE_ATE,MSEavg,MSEavg_ATE,num_effective_avg,iBias2,iVar,bias_ATE,iBias2_ATE,iVar_ATE
B,500,6,1.0,DRLearner,DPExplainableBoostingRegressor,2.0,"[96.63618889696005, 116.36159862432027, 183.76369475173297, 42.43372875359936, 67.56287721343399]","[14.411366683881814, 1.5673436584323708, 1.4669500371034503, 1.2786126770814359, 1.3056770475067394]","[18.0757692515142, 26.906589975466613, 36.985088490551355, 7.044191269868185, 15.593216408985256]","[1.278387347252852, 1.3022367758151814, 1.3933265167149436, 1.3581427128339227, 1.3619291972410887]","[5, 5, 5, 5, 5]","[0.0, 4.5428378132532, 0.29043692525596043, 0.0, 2.600801207873076]","[96.63618889696005, 111.81876081106707, 183.473257826477, 42.43372875359936, 64.96207600556092]","[-0.07732049738097369, -0.1727075211957224, 0.3477321221534374, 0.292803389489111, 0.29919944736492765]","[0.0, 1.235960055160884, 1.3749206366178168, 1.2786126770814359, 1.3056770475067394]","[14.411366683881814, 0.33138360327148675, 0.0920294004856334, 0, 0]"
B,500,6,1.0,DRLearner,DPExplainableBoostingRegressor,4.0,"[18.06932844103331, 13.019106441857474, 13.38418804803701, 15.48474238880352, 24.736404944026603]","[1.814251446820628, 1.2947300205341847, 1.2871337553425153, 1.3522936779596255, 1.7603173734278543]","[4.689597010242972, 3.05515860822767, 2.868738366186519, 3.2300092331829524, 5.313057758264688]","[1.3567612455960256, 1.28820341866602, 1.2726378282150148, 1.2892232901084535, 1.4432364075996686]","[5, 5, 5, 5, 5]","[1.3446641525453877, 0.564171649820219, 0.23987594572389703, 0.16632594427781022, 0.4572209618242091]","[16.724664288487922, 12.454934792037255, 13.144312102313114, 15.31841644452571, 24.279183982202394]","[0.29043477350072033, 0.125676293422465, 0.01513077253163242, -0.1296703596464619, -0.413312859299173]","[1.242388695289875, 1.286571768198979, 1.2690138464331397, 1.2734556931456604, 1.3639661661426223]","[0.571862751530753, 0.00815825233520584, 0.018119908909375593, 0.07883798481396503, 0.3963512072852321]"
B,500,6,1.0,DRLearner,DPExplainableBoostingRegressor,8.0,"[7.074084033826265, 4.767497237525234, 3.5975530811500787, 7.845102630596033, 6.37455813717375]","[1.2728239713805822, 1.2952054091206537, 1.6066268393365477, 1.4242785757470013, 1.4284681872751286]","[1.9638387453935566, 1.1937905895236067, 1.0188078248465193, 1.8061446212235497, 1.0534070857073445]","[1.2761812167480364, 1.272409157036081, 1.2892368816802342, 1.3201698335568406, 1.2741824042355567]","[5, 5, 5, 5, 5]","[0.6862774232853797, 0.3003639275232004, 0.3741215107706295, 0.2964051188804291, 0.0]","[6.387806610540886, 4.467133310002033, 3.223431570379449, 7.548697511715604, 6.37455813717375]","[0.061419286957974495, -0.0005187470194430999, 0.12972275722718662, 0.21854277754991125, -0.042113136880858826]","[1.2728239713805822, 1.2667100940149378, 1.2098893922661558, 1.2941426480093003, 1.2356109584756638]","[0, 0.028495315105716013, 0.3967374470703919, 0.13013592773770094, 0.19285722879946482]"
B,500,6,1.0,DRLearner,DPExplainableBoostingRegressor,16.0,"[2.367782908669348, 2.37358150893642, 2.2595226152723127, 2.8745310440256366, 2.5058228381395717]","[1.4551868954907556, 1.316032975710004, 1.5575090328274244, 1.2740871254024297, 1.3804950376776328]","[0.6640115835048455, 0.6171645755125355, 0.6193349271005949, 0.8645935931585764, 0.7336276069761516]","[1.2724302452145424, 1.2736964373578856, 1.2727129938600585, 1.2754793693785473, 1.3109653357028992]","[5, 5, 5, 5, 5]","[0.23806875221371993, 0.1780603421565643, 0.20928800505766532, 0.36210923044181165, 0.2905787991852966]","[2.129714156455628, 2.1955211667798555, 2.0502346102146474, 2.512421813583825, 2.215244038954275]","[-0.0046213933971961385, 0.03588243888415166, -0.017438633044131402, -0.05541192507878134, 0.19635795824281865]","[1.2267410826454892, 1.263112302769856, 1.201513984118217, 1.2740871254024297, 1.2935829102092158]","[0.22844581284526655, 0.05292067294014796, 0.3559950487092073, 0, 0.08691212746841703]"
B,500,6,1.0,RLearner,DPExplainableBoostingRegressor,128.0,"[0.6389259996558898, 0.6609001113936107, 0.7345276300030525, 0.5910249914124218, 0.6850401759304916]","[1.2785464123960044, 1.2837141735503077, 1.320285195672284, 1.2904361951208114, 1.2752578720979213]","[0.5766069331828867, 0.5941072943264465, 0.6163854803464738, 0.5127041017136376, 0.6038193028950017]","[1.2729857846466741, 1.274789173208536, 1.2965659665873648, 1.2729102173774143, 1.2872654483402213]","[5, 5, 5, 5, 5]","[0.5610271665646359, 0.5774090900596555, 0.5868499429323291, 0.4931238792889415, 0.5835140846361293]","[0.0778988330912539, 0.08349102133395528, 0.14767768707072346, 0.09790111212348032, 0.10152609129436233]","[-0.024018674173722387, -0.04878816732492963, -0.15542547619278457, -0.022390387218700458, 0.12188749075524785]","[1.2715956277093414, 1.272557923123093, 1.290636159316135, 1.268528722941565, 1.2752578720979213]","[0.006950784686662881, 0.011156250427214742, 0.029649036356149128, 0.021907472179246434, 0]"
B,500,6,1.0,RLearner,DPExplainableBoostingRegressor,1.0,"[178.22113048482314, 812.2567299943252, 138.1797612668794, 916.5107986201863, 163.59877859966028]","[33.62866263000189, 1.472680021487031, 16.486716468520545, 62.81328910966618, 11.22695212697534]","[32.55678665781367, 174.9790880179524, 31.097065679805787, 167.77630315117466, 31.391382999040335]","[5.953163117099408, 3.0592094215179193, 3.3095454052525315, 14.206827905329686, 1.4691912321137297]","[5, 5, 5, 5, 5]","[0.0, 15.659677523859273, 4.326391783037366, 0.0, 0.0]","[178.22113048482314, 796.5970524704659, 133.85336948384204, 916.5107986201863, 163.59877859966028]","[-2.1635050795322384, 1.336712584507346, 1.427282914251733, -3.5964453307942934, 0.4436015601596984]","[0.0, 1.472680021487031, 0.015252639435527016, 2.055212604245561, 0.0]","[33.62866263000189, 0, 16.471463829085017, 60.75807650542062, 11.22695212697534]"
B,500,6,1.0,RLearner,DPExplainableBoostingRegressor,2.0,"[19.275665091573288, 21.04636369710254, 19.197014278760378, 24.52698600467159, 65.29097515588086]","[3.728302842102125, 1.6770606480501271, 4.7096507171518, 1.5071368429781995, 4.361309245512379]","[4.106533726288189, 3.822643014289688, 4.610149985624834, 7.03879814231616, 11.459686315782758]","[1.2804786270302622, 1.3518392651841769, 2.0094080433129773, 3.981703820197191, 1.3590556097880826]","[5, 5, 5, 5, 5]","[0.31425088496691345, 0.0, 0.9634339123409461, 2.6667511767273027, 0.0]","[18.961414206606374, 21.04636369710254, 18.23358036641943, 21.860234827944286, 65.29097515588086]","[-0.08983172653718541, 0.2818339533245887, -0.8584865493269922, 1.6459936003094242, 0.2943581523424691]","[0.6685225732622961, 1.2705339194676892, 1.3343473748532717, 1.5071368429781995, 0.6084922008570088]","[3.059780268839829, 0.4065267285824378, 3.3753033422985284, 0, 3.75281704465537]"
B,500,6,1.0,RLearner,DPExplainableBoostingRegressor,4.0,"[4.36984452170856, 5.194690616282436, 3.118466848240806, 4.451334526415067, 7.718296302522978]","[1.3144706156576735, 1.2970979586981826, 1.2905573679727596, 1.6952687504853576, 1.9721400542275236]","[1.8336138193975926, 1.9050704648137258, 1.423013578231306, 1.8031665122673568, 2.659189450571022]","[1.4656893285391464, 1.287259128392215, 1.3039943199470243, 1.418531571489042, 1.471672652808409]","[5, 5, 5, 5, 5]","[1.1995561438198505, 1.0826654269465479, 0.9991502607289311, 1.141124508730429, 1.3944127375830329]","[3.17028837788871, 4.112025189335888, 2.119316587511875, 3.3102100176846383, 6.323883564939945]","[-0.43963671434667045, -0.12186156266273762, -0.17772290794777656, -0.38225996854422445, 0.44638970067733286]","[1.3144706156576735, 1.2847994208157232, 1.2905573679727596, 1.3493472767399632, 1.3465558024536304]","[0, 0.012298537882459437, 0, 0.34592147374539445, 0.6255842517738932]"
B,500,6,1.0,RLearner,DPExplainableBoostingRegressor,8.0,"[2.5601914236586976, 2.147837947418509, 1.7949617154418525, 1.9610333612046793, 2.1491960260762166]","[1.8592205419800978, 1.4497722853869555, 1.3871837779841725, 1.3320761729612711, 1.273886031900945]","[1.3083049454192346, 1.1355451613378484, 1.1424847208076077, 1.101404579447897, 1.2351948250343345]","[1.2818972129194113, 1.3282840652670558, 1.3995955793704586, 1.2774240847400422, 1.272572528857042]","[5, 5, 5, 5, 5]","[0.9953333258593688, 0.8824719648176833, 0.9793654721490465, 0.8864973840087014, 1.006694524773864]","[1.5648580977993287, 1.2653659826008257, 0.815596243292806, 1.074535977195978, 1.1425015013023527]","[0.09740803345618021, -0.23637930816686292, -0.35663243182981536, 0.07081805421240761, 0.01279222105154243]","[1.1375663806542398, 1.297912010237081, 1.3871837779841725, 1.2637610626847349, 1.2722441530960662]","[0.7216541613258581, 0.1518602751498746, 0, 0.06831511027653614, 0.0016418788048788713]"
B,500,6,1.0,RLearner,DPExplainableBoostingRegressor,16.0,"[1.3385146102197374, 1.123265806981347, 1.332284666130725, 1.162860498693237, 1.1441941719055502]","[1.2866260878466238, 1.2792010228616555, 1.2827484555646034, 1.2997739064403173, 1.346546334695338]","[0.7571187187567349, 0.8886972991488523, 0.8776926658780622, 0.86583593018428, 0.7590899173985892]","[1.2724112592271986, 1.27558539493969, 1.3121641398874773, 1.2797555820265722, 1.2801403930094448]","[5, 5, 5, 5, 5]","[0.6117697458909842, 0.8300551721907287, 0.7640446658148965, 0.7915797880570408, 0.662813853771849]","[0.7267448643287532, 0.2932106347906184, 0.5682400003158286, 0.3712807106361962, 0.4813803181337012]","[-0.0015398992135968737, -0.05636050924254865, -0.19938719103760583, -0.0857128583642004, -0.08792897742970784]","[1.2688575520723422, 1.2746814879591986, 1.2827484555646034, 1.274751000923136, 1.2635389075879715]","[0.017768535774281558, 0.004519534902456823, 0, 0.025022905517181337, 0.08300742710736636]"
A,8000,6,1.0,SLearner1,DPExplainableBoostingRegressor,128.0,"[0.09226304793955953, 0.09090937040309653, 0.08960666665361408, 0.08645823399730594, 0.09027334724925287]","[0.08642640450234884, 0.12032466293939821, 0.08477501634079226, 0.09055163597604368, 0.1203649078906106]","[0.09221790963513057, 0.08939188633262772, 0.08954687036273908, 0.08565693156335401, 0.08883909097932574]","[0.09221790963513048, 0.0893918863326278, 0.0895468703627391, 0.08565693156335397, 0.08883909097932574]","[5, 5, 5, 5, 5]","[0.09220662505902333, 0.08901251531501052, 0.08953192129002033, 0.08545660595486602, 0.08848052691184397]","[5.642288053619299e-05, 0.0018968550880860136, 7.474536359375686e-05, 0.001001628042439917, 0.0017928203374089138]","[0.22472064105560458, 0.2183422616305401, 0.21869688439493257, 0.20961485740439628, 0.21707267875215702]","[0.08642640450234884, 0.0816586921809352, 0.08477501634079226, 0.08443325546018154, 0.08095763675150452]","[0, 0.03866597075846301, 0, 0.006118380515862144, 0.03940727113910608]"
A,8000,6,1.0,SLearner1,DPExplainableBoostingRegressor,1.0,"[0.11707806447027239, 0.09884883726585289, 0.07765683623377434, 0.10010555816243427, 0.08067793573298378]","[0.09209026114198966, 0.1935936387972117, 0.09034188560273629, 0.12844614463268794, 0.13013372577749807]","[0.1109941601296467, 0.09184107314950478, 0.07657346733804272, 0.09884232662950336, 0.07273872837692535]","[0.11099416012964677, 0.09184107314950476, 0.0765734673380427, 0.0988423266295034, 0.0727387283769254]","[5, 5, 5, 5, 5]","[0.10947318404449029, 0.09008913212041775, 0.07630262511410982, 0.09852651874627064, 0.07075392653791075]","[0.007604880425782102, 0.00875970514543514, 0.0013542111196645189, 0.001579039416163639, 0.009924009195073028]","[0.2632026158892768, 0.22388061557628475, 0.1866947353819976, 0.23900582317344238, 0.17612548156992164]","[0.09209026114198966, 0.06640293173757802, 0.0731313627718693, 0.09144137212870726, 0.058389979026782224]","[0, 0.12719070705963367, 0.01721052283086699, 0.037004772503980675, 0.07174374675071585]"
A,8000,6,1.0,SLearner1,DPExplainableBoostingRegressor,2.0,"[0.09401614816960563, 0.08320222272522639, 0.09553152019613778, 0.07814599302401241, 0.10922741756421643]","[0.08490882525657564, 0.10152953906601499, 0.09873711304323206, 0.06299259742519255, 0.15082370956617022]","[0.09250309086169406, 0.08204467015329663, 0.09459020488009352, 0.07604777162803728, 0.1061204821046677]","[0.092503090861694, 0.08204467015329672, 0.09459020488009348, 0.07604777162803715, 0.10612048210466764]","[5, 5, 5, 5, 5]","[0.09212482653471617, 0.08175528201031418, 0.09435487605108246, 0.07552321627904349, 0.10534374823978052]","[0.0018913216348894618, 0.0014469407149121996, 0.001176644145055323, 0.0026227767449689236, 0.003883669324435922]","[0.22535427163247962, 0.20081366246998272, 0.22993838688093143, 0.18528148452921184, 0.25377537111780385]","[0.08490882525657564, 0.07717345292511715, 0.09355347783930884, 0.06299259742519255, 0.094944675239292]","[0, 0.02435608614089783, 0.005183635203923221, 0, 0.05587903432687823]"
A,8000,6,1.0,SLearner1,DPExplainableBoostingRegressor,4.0,"[0.09143575753341397, 0.08654040335187933, 0.08959777899691182, 0.09389681011379197, 0.0829823830416998]","[0.07926450925641605, 0.1053761747531855, 0.09443626180015756, 0.09657614936159786, 0.10791400113781041]","[0.09109878724904788, 0.08554574121803071, 0.0893939093672307, 0.09279807507355045, 0.08160632311101935]","[0.09109878724904784, 0.0855457412180308, 0.08939390936723063, 0.09279807507355044, 0.08160632311101929]","[5, 5, 5, 5, 5]","[0.09101454467795636, 0.08529707568456855, 0.08934294195981042, 0.09252339131349008, 0.08126230812834924]","[0.00042121285545761514, 0.001243327667310775, 0.0002548370371014026, 0.0013734188003019024, 0.0017200749133505604]","[0.22221666033481652, 0.20934946405315252, 0.21834689429561865, 0.22600781392434605, 0.19971925293353848]","[0.07926450925641605, 0.08058813283424213, 0.08813332125899889, 0.09185355650153858, 0.0750294036043215]","[0, 0.024788041918943383, 0.006302940541158663, 0.004722592860059282, 0.03288459753348891]"
A,8000,6,1.0,SLearner1,DPExplainableBoostingRegressor,8.0,"[0.09532951688937519, 0.08934740313780429, 0.08897453161721483, 0.08738785022056068, 0.0895520048933289]","[0.08981237761748054, 0.11344881451009686, 0.0877473382453538, 0.08571491789410578, 0.125373205846451]","[0.09525776248488356, 0.08790772552743517, 0.08892346852896825, 0.08654702132032137, 0.08728175126690273]","[0.09525776248488349, 0.08790772552743537, 0.08892346852896822, 0.08654702132032134, 0.08728175126690269]","[5, 5, 5, 5, 5]","[0.09523982388376065, 0.08754780612484289, 0.0889107027569066, 0.08633681409526153, 0.08671418786029618]","[8.969300561453494e-05, 0.0017995970129613958, 6.382886030822585e-05, 0.0010510361252991443, 0.0028378170330327183]","[0.2313854346457333, 0.2149166871342167, 0.21726694504751437, 0.21172736762552152, 0.2134554008410518]","[0.08981237761748054, 0.08152245328176999, 0.0877473382453538, 0.08571491789410578, 0.0777588876220156]","[0, 0.03192636122832687, 0, 0, 0.047614318224435404]"
A,8000,6,1.0,SLearner1,DPExplainableBoostingRegressor,16.0,"[0.09143913271320497, 0.09133390377032824, 0.08911491212942607, 0.0886661933500251, 0.08806077360366217]","[0.08704886725263611, 0.11869544514361481, 0.0843298385256108, 0.09345149341960407, 0.11707181125605261]","[0.09138729858248866, 0.09011061294801724, 0.08899588098614696, 0.08793543884804686, 0.08679592436804401]","[0.09138729858248866, 0.09011061294801745, 0.08899588098614696, 0.08793543884804686, 0.08679592436804404]","[5, 5, 5, 5, 5]","[0.09137434004980959, 0.0898047902424395, 0.08896612320032718, 0.0877527502225523, 0.08647971205913947]","[6.479266339539172e-05, 0.0015291135278887487, 0.00014878892909889543, 0.0009134431274727961, 0.001581061544522703]","[0.22286488162965484, 0.21998197614652165, 0.21743352516909248, 0.21498115203281948, 0.21231434536873722]","[0.08704886725263611, 0.0829644048991181, 0.0843298385256108, 0.08655642520515755, 0.07922695264604189]","[0, 0.035731040244496706, 0, 0.006895068214446513, 0.03784485861001072]"
A,8000,6,1.0,DRLearner,DPExplainableBoostingRegressor,128.0,"[0.0384639837640153, 0.045378118643161346, 0.03815524906278099, 0.04189119336119984, 0.03628339627620465]","[0.060329748064785645, 0.089998956448534, 0.05596843065876836, 0.06798370473642829, 0.08579265076390519]","[0.030963099489193673, 0.03541032770394354, 0.0284500291410135, 0.03129157200196272, 0.02702055009037733]","[0.06547073121238045, 0.0728738268890734, 0.06445235696225123, 0.06829183117481843, 0.06307081368338645]","[5, 5, 5, 5, 5]","[0.029087878420488267, 0.032918379969139086, 0.02602372416057163, 0.02864166666215344, 0.024704838543920502]","[0.009376105343527038, 0.012459738674022256, 0.012131524902209362, 0.013249526699046403, 0.01157855773228415]","[0.15411744902408636, 0.17650859404115377, 0.15077736515658652, 0.1630131530157301, 0.14612416146790325]","[0.060329748064785645, 0.06859254449920825, 0.05596843065876836, 0.06798370473642829, 0.05739035441325677]","[0, 0.021406411949325757, 0, 0, 0.028402296350648424]"
A,8000,6,1.0,DRLearner,DPExplainableBoostingRegressor,1.0,"[1.1895717998188717, 1.2329914945247045, 1.3988487136270562, 1.2711181251131385, 1.048295097532417]","[0.15608057410847154, 0.08917692601588438, 0.12709639045651364, 0.11741231482505968, 0.06322836325099151]","[0.3067811100983277, 0.34790820292991614, 0.29659084562977106, 0.2802578694030751, 0.23090333562038562]","[0.14416146125027057, 0.11794928935698647, 0.06809004085715173, 0.08344511130550418, 0.06832408499442522]","[5, 5, 5, 5, 5]","[0.08608343766819182, 0.12663738003121905, 0.02102637863044965, 0.03254280547555921, 0.026555395142377813]","[1.10348836215068, 1.1063541144934854, 1.3778223349966066, 1.2385753196375793, 1.0217397023900392]","[0.3200670525555262, 0.27609916015500274, 0.16239303475969386, 0.2042708206935479, 0.16311205312832228]","[0.14118168303572032, 0.08917692601588438, 0.05333845345731125, 0.0749533104256153, 0.06322836325099151]","[0.014898891072751205, 0, 0.07375793699920238, 0.042459004399444375, 0]"
A,8000,6,1.0,DRLearner,DPExplainableBoostingRegressor,2.0,"[0.354450981186276, 0.3725715395784166, 0.4119651262305154, 0.3495662034674194, 0.44845999182754587]","[0.10239519936362888, 0.14807946304587893, 0.04176773932118471, 0.08784746611452308, 0.09925863862152699]","[0.11193029672503685, 0.11779172512476105, 0.1182647067027513, 0.0867158436353408, 0.0927170236949286]","[0.09177572190009489, 0.08693794905967524, 0.06235587892527871, 0.06616061775027611, 0.05257511247223016]","[5, 5, 5, 5, 5]","[0.051300125609727076, 0.054096771511347175, 0.04483960182081026, 0.021003253677321143, 0.003781281661774216]","[0.3031508555765489, 0.3184747680670694, 0.36712552440970514, 0.32856294979009826, 0.44467871016577165]","[0.22373461685981072, 0.21264855029128854, 0.14365700750951943, 0.15633961312344197, 0.10419486241433201]","[0.0891208525342114, 0.07165257056312431, 0.04176773932118471, 0.060738905659214366, 0.04090423093490595]","[0.013274346829417489, 0.07642689248275462, 0, 0.027108560455308718, 0.05835440768662104]"
A,8000,6,1.0,DRLearner,DPExplainableBoostingRegressor,4.0,"[0.1394536290460613, 0.1388207159367426, 0.13117795418044198, 0.11877959058710048, 0.1337577213987941]","[0.049641533921143684, 0.16469451121345355, 0.06635717864103705, 0.06181702367924601, 0.06794350413689595]","[0.056228754561747654, 0.06493952050850527, 0.04657416840631653, 0.04081720729408791, 0.036315154565204996]","[0.070298542335659, 0.08861762657343705, 0.064949951497186, 0.06362567930769006, 0.05431772022034287]","[5, 5, 5, 5, 5]","[0.03542253594066924, 0.04646922165144593, 0.02542322196278518, 0.021326611470834755, 0.011954512856807722]","[0.10403109310539205, 0.09235149428529668, 0.1057547322176568, 0.09745297911626573, 0.12180320854198638]","[0.1690562013561479, 0.21656196216036755, 0.15241853029896796, 0.14801059485388696, 0.11224605606280463]","[0.049641533921143684, 0.06959840541343293, 0.06459814471122324, 0.06181702367924601, 0.0509112742412046]","[0, 0.09509610580002062, 0.001759033929813799, 0, 0.017032229895691357]"
A,8000,6,1.0,DRLearner,DPExplainableBoostingRegressor,8.0,"[0.06443284639492812, 0.07349621464329359, 0.05669254026090639, 0.0626108138031834, 0.05948221460197506]","[0.059296118939240895, 0.09894874725571372, 0.05420626606733894, 0.05697965655336145, 0.08032976971059469]","[0.03759843481428107, 0.04859616440152737, 0.028759819027717178, 0.03203505821502555, 0.029018451577542133]","[0.06580903901955673, 0.08009069641483561, 0.061623574963156874, 0.06694117908396147, 0.05999222257927951]","[5, 5, 5, 5, 5]","[0.030889831919119315, 0.042371151841085815, 0.021776638719419872, 0.02439111931798609, 0.0214025108214339]","[0.033543014475808805, 0.031125062802207774, 0.03491590154148652, 0.038219694485197304, 0.03807970378054116]","[0.15521113330192565, 0.1958881142288808, 0.14108519356923416, 0.15881635924952092, 0.1351801740662843]","[0.059296118939240895, 0.07537618370461609, 0.05420626606733894, 0.05697965655336145, 0.05490783579645071]","[0, 0.02357256355109763, 0, 0, 0.025421933914143973]"
A,8000,6,1.0,DRLearner,DPExplainableBoostingRegressor,16.0,"[0.04750476139888925, 0.05791525921402477, 0.045202003565538315, 0.04544519523598612, 0.039764580060266855]","[0.06734245238585257, 0.09812525144972188, 0.05697878863338504, 0.07159480111650886, 0.08206931989230161]","[0.03428096732918487, 0.04044247706006944, 0.02991734187209545, 0.030792672868290488, 0.024931678644648857]","[0.06562321666724982, 0.07424594453183335, 0.06326468246301946, 0.06691649167369519, 0.0613047834564604]","[5, 5, 5, 5, 5]","[0.030975018811758775, 0.03607428152158061, 0.026096176448734736, 0.027129542276366582, 0.02122345329074436]","[0.016529742587130473, 0.02184097769244416, 0.01910582711680358, 0.01831565295961954, 0.018541126769522496]","[0.15461136293481553, 0.18035354560735634, 0.1467860325246611, 0.15873861708798714, 0.1399508497215069]","[0.06519340773759913, 0.06827611780236122, 0.05697878863338504, 0.06574691431299177, 0.0561136493475001]","[0.002149044648253433, 0.029849133647360665, 0, 0.005847886803517083, 0.025955670544801513]"
A,8000,6,1.0,RLearner,DPExplainableBoostingRegressor,128.0,"[0.020573543953491646, 0.028496527375464833, 0.018956754958130866, 0.022323332173911067, 0.020739780746077248]","[0.04355821811787106, 0.057411530052433137, 0.04296166481309972, 0.04551342732658516, 0.052537323040344586]","[0.018048352113660127, 0.025691624817873966, 0.016609078800518165, 0.019334567542798237, 0.017815246867872395]","[0.04675980363169743, 0.0540645685063328, 0.04485447093376789, 0.04748477582856577, 0.044273528377057794]","[5, 5, 5, 5, 5]","[0.017417054153702247, 0.02499039917847625, 0.01602215976111499, 0.01858737638502003, 0.017084113398321183]","[0.0031564897997894, 0.003506128196988584, 0.0029345951970158757, 0.0037359557888910376, 0.0036556673477560657]","[0.07100183457495185, 0.11111266978902185, 0.0559993554880705, 0.07593571432387508, 0.050546862003186865]","[0.04355821811787106, 0.05322782811980772, 0.04296166481309972, 0.04551342732658516, 0.04220757971123609]","[0, 0.004183701932625418, 0, 0, 0.01032974332910849]"
A,8000,6,1.0,RLearner,DPExplainableBoostingRegressor,1.0,"[0.5605338343893917, 0.5555004714440372, 0.6043286773847154, 0.47625877980044207, 0.5961664931213356]","[0.07671979555496591, 0.13842503209416712, 0.04174256237103518, 0.05220742772956848, 0.07032108686550995]","[0.12087898611017188, 0.11825802061918031, 0.11737967351714777, 0.11505995000370181, 0.18920219314903125]","[0.04620022947086033, 0.0487757491607424, 0.04231574274010189, 0.07316254089004996, 0.05682929677331449]","[5, 5, 5, 5, 5]","[0.010965274040366957, 0.00894740791296611, 0.0, 0.02476024255451681, 0.08746111815595514]","[0.5495685603490248, 0.5465530635310711, 0.6043286773847154, 0.45149853724592526, 0.5087053749653805]","[0.06694539828973861, 0.08400717851501621, 0.024437668084604736, 0.1773245549024764, 0.12292580548699245]","[0.03857033794983394, 0.026363428427386218, 0.04174256237103518, 0.05220742772956848, 0.05345634925026563]","[0.03814945760513198, 0.1120616036667809, 0, 0, 0.01686473761524432]"
A,8000,6,1.0,RLearner,DPExplainableBoostingRegressor,2.0,"[0.2289293483711885, 0.2323128750197096, 0.2289951176109009, 0.21643840206800188, 0.23592676059188256]","[0.04280695573188039, 0.15768270179367286, 0.042418648411055394, 0.043109042271602394, 0.04448415370589965]","[0.08570163572253779, 0.07421916265174036, 0.05486802018827088, 0.04721231941279587, 0.07449461691202246]","[0.06714859793876714, 0.057249886912967785, 0.04596106046304431, 0.05296846743651091, 0.045300908029072454]","[5, 5, 5, 5, 5]","[0.04989470756037512, 0.03469573455974806, 0.01133624583261339, 0.004905798748994383, 0.034136580992057464]","[0.17903464081081338, 0.19761714045996154, 0.21765887177828752, 0.2115326033190075, 0.2017901795998251]","[0.1594680369857187, 0.1246248121133155, 0.06513460942045873, 0.10606566040817506, 0.059852860502935534]","[0.04280695573188039, 0.03214168319279151, 0.042418648411055394, 0.043109042271602394, 0.04448415370589965]","[0, 0.12554101860088135, 0, 0, 0]"
A,8000,6,1.0,RLearner,DPExplainableBoostingRegressor,4.0,"[0.07628360211860857, 0.08902207468887885, 0.087086997686382, 0.08769863002365146, 0.07432480488774615]","[0.044657476203783276, 0.04655667715630889, 0.04172539415280517, 0.04478501753404754, 0.04824034803704338]","[0.025189445678197916, 0.03767212180950263, 0.031340292062416945, 0.02929186196434597, 0.03280624630404769]","[0.046887513232382695, 0.05151477050262618, 0.04335959069256166, 0.048846264984784386, 0.04444475883516931]","[5, 5, 5, 5, 5]","[0.012415906568095256, 0.024834633589658567, 0.017403615656425675, 0.014690169949519591, 0.02242660665812307]","[0.06386769555051332, 0.06418744109922028, 0.06968338202995633, 0.07300846007413186, 0.05189819822962308]","[0.07189555002706421, 0.09897589294337067, 0.04050984539433661, 0.08442583648443042, 0.05221317569810052]","[0.044657476203783276, 0.04655667715630889, 0.04172539415280517, 0.04478501753404754, 0.043495861534700794]","[0, 0, 0, 0, 0.004744486502342585]"
A,8000,6,1.0,RLearner,DPExplainableBoostingRegressor,8.0,"[0.03953659564309153, 0.04129467057245292, 0.03104770022268384, 0.05085792394007091, 0.03817437671312917]","[0.04478485405322805, 0.06273558231827157, 0.04296992611422883, 0.05158711273530814, 0.045061187890877645]","[0.020511496373606768, 0.02478394958534167, 0.016000556628116357, 0.03239241315086595, 0.020541846150621424]","[0.048700104082724543, 0.05306191240339535, 0.04421877180915434, 0.05268919007983783, 0.04350268510848764]","[5, 5, 5, 5, 5]","[0.015755221556235578, 0.02065626933856386, 0.012238770729474484, 0.027776035453564704, 0.01613371350999449]","[0.023781374086855954, 0.020638401233889058, 0.018808929493209357, 0.023081888486506205, 0.02204066320313468]","[0.08355573567407532, 0.1065052547281436, 0.05000228685236047, 0.10474085621737689, 0.04223910498340416]","[0.04478485405322805, 0.05064349492467629, 0.04296992611422883, 0.05158711273530814, 0.04311305941289014]","[0, 0.012092087393595283, 0, 0, 0.001948128477987504]"
A,8000,6,1.0,RLearner,DPExplainableBoostingRegressor,16.0,"[0.027643094805985646, 0.03268496091856906, 0.025943425223848005, 0.027363524987416857, 0.02548624423655084]","[0.0448788266548848, 0.06959625146276843, 0.043638511822971696, 0.042717668868140234, 0.05477493956189994]","[0.02070600774157491, 0.02566069820329165, 0.019124379485158417, 0.01857519939042984, 0.018009081302703796]","[0.04609754673255184, 0.05292125809389617, 0.04643696735466309, 0.04573455138695596, 0.045309622122580495]","[5, 5, 5, 5, 5]","[0.018971735975472227, 0.023904632524472298, 0.01741961805048602, 0.016378117991183085, 0.016139790569242037]","[0.008671358830513419, 0.008780328394096763, 0.008523807173361986, 0.010985406996233772, 0.009346453667308805]","[0.06617404033201574, 0.1058428787175007, 0.06869078712589122, 0.0633719833070368, 0.05992561225295817]","[0.0448788266548848, 0.0487525097516781, 0.043638511822971696, 0.042717668868140234, 0.042943292762750634]","[0, 0.02084374171109033, 0, 0, 0.011831646799149304]"
